Unnamed: 0,Given Name,Family Name,Role,ORCID ID,Keywords,H Index,Citations,Organization,Past Institutions,Department Code,Specific Field,Internal,openalex_id_institution
926,Evert,Bosdriesz,,0000-0002-8788-9548,"Systems biology, Computational biology, Cancer , Single cell, Network modelling",12,1022,Vrije Universiteit Amsterdam,,,,External,https://openalex.org/I865915315
927,Michael,Blinov,,0000-0002-9363-9705,Nessuna,26,5308,University of Connecticut Health Center,,,,External,https://openalex.org/I140172145
928,Daniele,Santoro,,0000-0002-0324-3847,Nessuna,27,2682,Escola Paulista de Medicina-Universidade Federal de São Paulo,,,,External,https://openalex.org/I88273585
929,Chaoyu,Feng,,0000-0003-2572-2934,Nessuna,14,556,Unknown affiliation,,,,External,
931,Yongdeuk,Hwang,,0000-0002-0068-7151,Nessuna,5,409,Seoul National University,,,,External,https://openalex.org/I139264467
932,CHRISTOPH,KURZ,,0000-0002-0245-4909,Nessuna,30,2788,LMU Munich,,,,External,
933,Rajiv,Movva,,0000-0002-2012-0849,Nessuna,7,310,Cornell University,,,,External,https://openalex.org/I205783295
934,fred,shapiro,"Associate Professor in Anesthesia, Harvard Medical School",0000-0003-0987-6626,Nessuna,66,18780,Massachusetts Eye and Ear Infirmary,,,,External,https://openalex.org/I1287163989
935,George,Tomlinson,,0000-0001-6072-6717,Nessuna,115,57322,University of Toronto,,,,External,https://openalex.org/I185261750
936,Debin,Zhao,,0000-0003-3434-9967,Nessuna,58,15451,Harbin Institute of Technology,,,,External,https://openalex.org/I204983213
937,Rainer,Machne,PostDoc,0000-0002-1274-5099,Nessuna,29,6349,Northeastern University,,,,External,https://openalex.org/I12912129
938,Shuxin,Chen,,0000-0003-2527-8909,Nessuna,14,1020,Nanyang technological university,,,,External,https://openalex.org/I172675005
939,Giuseppe,Serra,,0000-0002-7287-5223,Nessuna,32,5912,Sardegna Ricerche,,,,External,https://openalex.org/I4210098674
940,Furkan,Kınlı,Research Assistant,0000-0002-9192-6583,Nessuna,8,186,Özyeğin University,,,,External,https://openalex.org/I44925452
941,Song,Liu,,0000-0001-8308-645X,Nessuna,60,16690,Roswell Park Comprehensive Cancer Center,,,,External,https://openalex.org/I1292894508
942,Nimrod,Morag,Data Scientist,0000-0003-2345-8586,Nessuna,3,48,Way2VAT,,,,External,
944,Kevin,Chen,,0000-0003-3585-0593,Nessuna,77,30442,Hong Kong University of Science and Technology,,,,External,https://openalex.org/I200769079
945,Yang-Yang,Wang,,0000-0002-3106-2111,Nessuna,5,48,University of Missouri,,,,External,https://openalex.org/I76835614
946,Conor,Lawless,,0000-0002-4186-8506,Nessuna,24,3688,Newcastle  University,,,,External,https://openalex.org/I84884186
947,Bosheng,Song,,0000-0002-1479-5399,Nessuna,27,2031,Hunan University,,,,External,https://openalex.org/I16609230
948,HaoQian,Wang,,0000-0002-3651-8704,Nessuna,34,4512,Tsinghua University,,,,External,https://openalex.org/I99065089
949,Herbert,Sauro,Professor,0000-0002-3659-6817,Systems Biology Synthetic Biology,55,15555,University of Washington,,,,External,https://openalex.org/I201448701
950,Narsis,Kiani,,0000-0002-0949-046X,Nessuna,27,2830,Karolinska Institutet,,,,External,https://openalex.org/I28166907
951,leonardo,mariani,,0000-0001-8512-5029,Nessuna,35,4917,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
952,Chi-Hao,Wu,,0000-0002-5474-6874,Nessuna,14,870,University of Southern California,,,,External,https://openalex.org/I1174212
953,Haiwei,Li,,0000-0002-0750-0628,Nessuna,58,15891,huawei,,,,External,https://openalex.org/I2250955327
954,Krishna,Bulusu,Director,0000-0002-5092-6640,Nessuna,18,2240,AstraZeneca,,,,External,https://openalex.org/I105036370
955,Luca,Denti,,0000-0002-7403-7039,Nessuna,8,162,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
956,Woo Yun,Lee,,0000-0003-1122-4491,Nessuna,22,1761,KRISS,,,,External,
957,Chen Chen,Yang,,0000-0003-0084-7554,Nessuna,127,117929,Purdue University,,,,External,https://openalex.org/I219193219
958,Jose,Camacho,,0000-0001-6846-1303,Nessuna,51,10811,Institución universitaria Antonio Jose Camacho,,,,External,
959,Yue,Lu,,0000-0001-7942-0806,Nessuna,36,9330,Massachusetts Institute of Technology,,,,External,https://openalex.org/I63966007
960,Boaz,Arad,CTO,0000-0003-0855-1387,Nessuna,8,1631,Voyage 81,,,,External,
961,francesca,ricci,,0000-0002-5798-1642,Nessuna,86,45078,Università di Bologna,,,,External,https://openalex.org/I9360294
962,Yuqian,Zhou,,0000-0001-7478-407X,Nessuna,27,4004,Adobe,,,,External,https://openalex.org/I1306409833
963,Inês,Neves,,0000-0002-3436-9645,Nessuna,5,86,University of London,,,,External,https://openalex.org/I124357947
964,ganapathy,krishnamurthi,,0000-0002-9262-7569,Nessuna,30,8128,IIT-Madras,,,,External,https://openalex.org/I24676775
965,TIANTONG,GUO,,0000-0001-9994-2636,Nessuna,16,3244,Penn State,,,,External,https://openalex.org/I82783531
967,Davide,Badalotti,,0000-0002-0944-9598,Nessuna,3,76,Bocconi University,,,,External,https://openalex.org/I71209653
968,zhiwei,Xiong,,0000-0002-1167-3142,Nessuna,50,9254,University of Science and Technology of China,,,,External,https://openalex.org/I126520041
969,Bissan,Al-Lazikani,"Professor, Director of Therapeutics Data Science",0000-0003-3367-2519,"cancer, data science, drug discovery, drug targets",42,20044,University of Texas,,,,External,https://openalex.org/I86519309
970,Anna,Stefan,,0000-0001-6152-4164,Nessuna,20,3339,University of Łódź ,,,,External,https://openalex.org/I34250744
971,Shanfeng,Zhu,,0000-0003-1540-4158,Nessuna,35,4972,Fudan University,,,,External,https://openalex.org/I24943067
972,xiaotong,huang,,0009-0007-6206-9803,Nessuna,59,13462,Swinburne University of Technology,,,,External,https://openalex.org/I57093077
973,Mohammad Taher,Pilehvar,,0000-0003-3694-4006,Nessuna,33,5355,Cardiff University,,,,External,https://openalex.org/I79510175
974,Richard,Newton,,0000-0003-4318-9053,Nessuna,21,2628,University of Stirling,,,,External,https://openalex.org/I12093191
975,ANDREAS,SERAPHIM,,0000-0003-3593-7875,Nessuna,1,5,Università di Padova,,,,External,https://openalex.org/I138689650
976,KONSTANTINOS,ZOGRAFOS,Professor,0000-0003-3677-7850,"Statistical Information Theory, Multivariate Statistics, Parametric Statistical Inference, Measures of Association and Dependence, Statistical Distributions, Analysis of Categorical Data",21,2144,University of Ioannina,,,,External,https://openalex.org/I194019607
977,Luciano,Milanesi,Associated as Research Director,0000-0002-1201-3939,"Bioinformatics, Genomics, System Biology",46,8783,Institute of Biomedical Tecgnology (CNR-ITB),,,,External,https://openalex.org/I4210154278
978,Abdelrahman,Abdelhamed,,0000-0002-4836-794X,Nessuna,23,2332,Benha University,,,,External,https://openalex.org/I207547235
979,Dezso,Modos,Research Fellow,0000-0001-9412-6867,Nessuna,16,1637,Imperial College London,,,,External,https://openalex.org/I47508984
980,Jeremy,Zucker,,0000-0002-7276-9009,Nessuna,31,20069,Pacific Northwest National Laboratory,,,,External,https://openalex.org/I142606810
981,Vatsal,Sharan,,0009-0003-1280-5623,Nessuna,16,639,Stanford University,,,,External,https://openalex.org/I97018004
982,Sebastian,Sauer,,0000-0001-7725-6176,Nessuna,28,3469,Ansbach University,,,,External,https://openalex.org/I4210102060
983,Fedor,Kolpakov,,0000-0002-0396-0256,Nessuna,25,6582,Biosoft.Ru,,,,External,
984,Bernhard,Palsson,,0000-0003-2357-6785,Nessuna,177,123702,UC-San Diego,,,,External,https://openalex.org/I2800935791
985,Christopher,Yau,,0000-0003-4686-4560,Nessuna,41,9938,University of Oxford,,,,External,https://openalex.org/I40120149
986,Marco,CREMASCHI,Full Professor,0000-0003-4139-1928,Nessuna,17,1254,SciencesPo,,,,External,https://openalex.org/I4210091150
987,Federica,Filippini,,0000-0003-1598-8317,Nessuna,6,53,Politecnico di Milano,,,,External,https://openalex.org/I93860229
988,Leila,Askari,,0000-0003-1455-5675,Nessuna,8,152,Telco Cloud Engineer,,,,External,
989,Hiroshi,Mamitsuka,Professor,0000-0002-6607-5617,"Machine learning, Bioinformatics, Artificial Intellilgence, Graph Learning, Systems Biology",,,Kyoto University,,,,External,https://openalex.org/I22299242
990,Marko,Subašić,,0000-0002-4321-4557,Nessuna,22,1324,University of Zagreb,,,,External,https://openalex.org/I181343428
991,Jafar,Jamal,,0009-0003-9368-1094,Nessuna,21,1403,Jamal Mohamed College,,,,External,
992,Jing-Jing ,Li,,0000-0001-8396-2050,Nessuna,8,1945,Monash University,,,,External,https://openalex.org/I56590836
993,Eliana,La Rocca,MD,0000-0002-6783-710X,Nessuna,9,327,Fondazione IRCCS Istituto Nazionale dei Tumori,,,,External,https://openalex.org/I4210156707
994,James,Faeder,,0000-0001-8127-609X,Nessuna,51,9028,University of Pittsburgh,,,,External,https://openalex.org/I170201317
995,Wei-Wei,Zhang,,0000-0002-8991-4305,Nessuna,21,2062,Yangtze University,,,,External,https://openalex.org/I177739611
996,Lorenzo,Rovida,,0000-0001-5093-7932,Nessuna,3,22,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
997,Elena Maria,Elli,,0000-0001-5576-5412,Nessuna,30,4307,San Gerardo Hospital,,,,External,
998,Daniele,Baieri,PhD Student,0000-0002-0704-5960,Nessuna,3,31,Sapienza University of Rome,,,,External,https://openalex.org/I861853513
999,Se Young,Chun,Associate Professor,0000-0001-8739-8960,Nessuna,35,3340,Seoul National University,,,,External,https://openalex.org/I139264467
1000,huiyuan,chen,,0000-0002-3864-9513,Nessuna,21,1479,Visa Research,,,,External,
1001,Wouter,Tavernier,Assistant Professor,0000-0003-4408-6523,"network reliability, software-defined networking, deterministic networking",21,1628,Ghent University,,,,External,https://openalex.org/I32597200
1002,Adriana,Blanda,,0009-0004-3522-3607,Nessuna,4,64,Biostatitian,,,,External,
1003,Stefano,Calza,Full Professor,0000-0003-4996-7995,"Biostatistics, Medical Statistics, Bioinformatics, Computational Biology",48,9029,Università degli Studi di Brescia,,,,External,https://openalex.org/I79940851
1004,Sungjoon,Park,,0000-0002-1562-1294,Nessuna,29,5770,Ajou University,,,,External,https://openalex.org/I57664883
1005,Dana,Silverbush,Postdoctoral fellow,0000-0001-7499-0092,Nessuna,,,Broad Institute,,,,External,https://openalex.org/I107606265
1006,Qiangqiang,Yuan,,0000-0002-6936-9338,Nessuna,59,13897,Wuhan University,,,,External,https://openalex.org/I37461747
1007,Woochang,Hwang,,0000-0003-0876-7305,"Bioinformatics, Drug discovery",8,1350,Milner Therapeutics Institute,,,,External,
1008,Sherif,Farag,,0000-0003-4287-5334,Nessuna,17,1081,GreeNovel Inc.,,,,External,
1009,Dessislava,Petrova-Antonova,Associate professor,0000-0002-9920-8877,Nessuna,12,646,Sofia University,,,,External,https://openalex.org/I58918642
1010,Andrey,Voronkov,,0000-0002-1017-4835,Nessuna,43,8942,The University of Manchester,,,,External,
1012,Roberto,Navigli,Full Professor,0000-0003-3831-9706,"Natural Language Processing, Computational Linguistics, Artificial Intelligence",73,27368,Sapienza University of Rome,,,,External,https://openalex.org/I861853513
1013,wei-wei,Li,,0000-0002-6682-2694,Nessuna,49,45155,Université de Nice Sophia Antipolis,,,,External,
1015,Thomas,Pfau,,0000-0001-5048-2923,Nessuna,11,1739,Aalto University,,,,External,https://openalex.org/I9927081
1017,Zhihao,Li,,0000-0001-6295-3278,Nessuna,33,3452,Emory University,,,,External,https://openalex.org/I150468666
1018,Mathias Johan Philip,Creutz,,0000-0003-1862-4172,Nessuna,,,University of Helsinki,,,,External,https://openalex.org/I133731052
1019,Daria,Senshina,Computer Vision engineer,0000-0002-6287-4083,Nessuna,,,Evocargo LLC,,,,External,
1020,Jan,Červený,Head of Domain,0000-0002-5046-3105,"biotechnology, artificial intelligence, systems biology, computational modeling, microalgae, cyanobacteria, photosynthesis, biological rhythms, evolutionary optimization, control theory, automation",23,1834,Global Change Research Institute CAS,,,,External,
1021,Jung-Hsien,Chiang,Distinguished Professor,0000-0002-4657-6705,Nessuna,34,4565,National Cheng Kung University,,,,External,https://openalex.org/I91807558
1022,Frank,Bergmann,,0000-0001-5553-4702,"Systems Biology, Computational Biology, Modeling, Simulation",23,2178,Ruprecht Karls Universität Heidelberg,,,,External,https://openalex.org/I223822909
1023,Roberto,Pietrantuono,,0000-0003-2449-1724,Nessuna,29,2584,University of Naples Federico II,,,,External,https://openalex.org/I71267560
1024,James,Schaff,,0000-0003-3286-7736,Nessuna,6,639,University of California,,,,External,https://openalex.org/I95457486
1025,Giulia ,Rizzi,,0000-0002-0635-4729,Nessuna,6,226,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
1026,jian jian,peng,,0000-0003-3116-2945,Nessuna,66,18699,Helixon,,,,External,
1027,Wushao,Wen,,0000-0003-4819-4679,Nessuna,19,1080,Sun Yat-sen University,,,,External,https://openalex.org/I157773358
1028,Jinghui,Qin,,0000-0003-0663-199X,Nessuna,18,1316,Guangdong University of Technology,,,,External,https://openalex.org/I139024713
1029,Iva,Krasteva,Researcher,0009-0001-4855-8260,Nessuna,,,Sofia University,,,,External,https://openalex.org/I58918642
1030,Maxim,Grechkin,,0000-0003-2265-3881,Nessuna,8,358,University of Washington,,,,External,https://openalex.org/I201448701
1031,Taesung,Kwon,,0009-0000-7904-9912,Nessuna,6,905,KAIST,,,,External,
1032,Michela,Assale,,0000-0001-8275-6482,Nessuna,5,230,Astronomical Observatory of VdA,,,,External,https://openalex.org/I60858718
1033,Yousang,Jo,Senior Researcher,0000-0001-8103-4998,"Bioinformatics, Multi-omics, Computational biology",3,25,Korea Institute of Oriental Medicine,,,,External,https://openalex.org/I4210087584
1034,Stefano,BERETTA,,0000-0003-4182-7103,Nessuna,47,8250,Politecnico di Milano,,,,External,https://openalex.org/I93860229
1035,Massimo,LOCATELLI,,0000-0002-2851-712X,Nessuna,23,1925,Università Cattolica del Sacro Cuore,,,,External,https://openalex.org/I103320735
1036,ELISA,ROJAS,,0000-0002-5089-8942,Nessuna,14,914,Universidad Carlos III de Madrid,,,,External,https://openalex.org/I50357001
1037,Jin,Guo,,0000-0001-8007-7814,Nessuna,62,13298,The University of Texas,,,,External,https://openalex.org/I86519309
1038,Veronica,Dal Sasso,Operations Research Scientist,0000-0001-9897-8768,Nessuna,,,Optrail,,,,External,
1039,Koichi,Takahashi,,0000-0002-7517-3796,Nessuna,45,8217,The University of Texas MD Anderson Cancer Center,,,,External,https://openalex.org/I1343551460
1040,Fatma-Elzahraa,Eid,,0000-0002-6822-9536,Nessuna,8,533,Harvard University,,,,External,https://openalex.org/I136199984
1041,Artem,Nikonorov,,0000-0003-4292-2049,Nessuna,17,1318,Samara National Research University,,,,External,https://openalex.org/I3124489027
1042,YunSeong,Kim,,0000-0002-9038-7071,Nessuna,2,331,Laboratory for Systems Biology and Bio-Inspired Engineering,,,,External,
1044,Ruicheng,Feng,,0000-0003-4544-3078,Nessuna,12,810,Nanyang Technological University,,,,External,https://openalex.org/I172675005
1045,junjun,jiang,,0000-0001-5939-1905,Nessuna,64,18684,Harbin Institute of Technology,,,,External,https://openalex.org/I204983213
1046,Tianxiang,Zheng,,0000-0002-7133-7618,Nessuna,25,2749,National University of Singapore,,,,External,https://openalex.org/I165932596
1047,Eyke,Hüllermeier,,0000-0002-9944-4108,Nessuna,75,26011,Paderborn University,,,,External,https://openalex.org/I206945453
1048,Camille,Laibe,,0000-0002-4625-743X,Nessuna,,,EMBL-EBI,,,,External,https://openalex.org/I1303153112
1049,Celine,Vens,,0000-0003-0983-256X,Nessuna,26,3781,imec,,,,External,https://openalex.org/I4210114974
1050,Andreas,Bender,,0000-0002-3027-2512,Nessuna,71,20360,Cambridge University ,,,,External,https://openalex.org/I241749
1051,muhammad,haris,,0000-0003-1581-2848,Nessuna,50,9248,University of Pennsylvania,,,,External,https://openalex.org/I79576946
1052,Jordi,Serra Serra,,0000-0001-9579-0751,Nessuna,45,15148,King's College Hospital,,,,External,https://openalex.org/I4210153400
1053,Jose A.,Seoane,Junior Group Leader,0000-0002-3856-9177,Nessuna,32,6519,Vall d´Hebron Institut d´Oncologia,,,,External,https://openalex.org/I4387155398
1054,Zhi-Wei,Yin,Undergraduate of Professor Qi-Xiang Guo's Research Group,0009-0000-3479-3254,"Organic Chemistry, Asymmetric Synthesis, Asymmetric Catalysis",,,Southwest University,,,,External,https://openalex.org/I142108993
1055,Vinicius,Alves,,0000-0002-3907-1282,Nessuna,43,6466,Federal University of Ouro,,,,External,
1056,Seung Woo,Kum,,0000-0002-6834-9255,Nessuna,10,362,KETI,,,,External,
1057,Hongzhi,Zhang,,0000-0002-6197-1746,Nessuna,23,2768,Harbin Institute of Technology,,,,External,https://openalex.org/I204983213
1058,Y. H.,Xue,,0000-0002-6817-1661,Nessuna,2,18,Florida State University,,,,External,https://openalex.org/I103163165
1059,Hovakim,Grabski,,0000-0001-6115-9339,"Molecular Dynamics, Molecular Docking, Machine Learning, Molecular Biology, Biochemistry, Python",6,325,Russian-ArmenianUniversity,,,,External,https://openalex.org/I188529364
1060,Qin Qin,Xu,,0000-0002-9181-2252,Nessuna,81,19974,National University of Singapore,,,,External,https://openalex.org/I165932596
1061,Andrea,Maggioni,,0000-0003-4946-5637,Nessuna,15,810,Griffith University,,,,External,https://openalex.org/I11701301
1062,Ivan,Ermakov,Associate Professor,0000-0001-9405-770X,Nessuna,,,State University of Management,,,,External,https://openalex.org/I111567634
1063,Sung-Jea,Ko,,0000-0003-1421-9735,Nessuna,43,10821,Korea University,,,,External,https://openalex.org/I197347611
1064,Akshay,Dudhane,,0000-0002-0908-1930,Nessuna,23,1703,MBZUAI,,,,External,https://openalex.org/I4210113480
1065,Martina ,di Trani,,0000-0002-7529-8409,Nessuna,,,IRCCS Humanitas Research Hospital,,,,External,https://openalex.org/I4210163047
1066,Arfa,Mehmood,,0000-0002-3874-2259,Nessuna,9,509,University of Turku,,,,External,https://openalex.org/I155660961
1067,jiyoung,OH,,0000-0001-9630-9755,Nessuna,24,6538,NanoTech Institute at UTD,,,,External,https://openalex.org/I162577319
1068,Giacomo,Villa,Trainee,0000-0002-9670-3354,Nessuna,,,OCAS NV,,,,External,
1069,Christina,Boucher,,0000-0002-9121-6717,Nessuna,29,3559,University of Florida,,,,External,https://openalex.org/I33213144
1071,Pavel,Ostyakov,,0009-0000-1508-2158,Nessuna,8,291,Huawei,,,,External,https://openalex.org/I2250955327
1072,Chun,Chiang,,0009-0008-0012-5563,Nessuna,47,10038,Texas A&M University,,,,External,https://openalex.org/I91045830
1073,Samad,Jahandideh,,0000-0002-4808-2805,Nessuna,18,1196,"SBP, UAB",,,,External,https://openalex.org/I32389192
1074,Russ,Wolfinger,,0000-0001-8575-0537,Nessuna,71,45170,SAS Institute Inc.,,,,External,
1075,Brooke,Fridley,"Director, Biostatistics and Epidemiology Core",0000-0001-7739-7956,Nessuna,73,22410,Children's Mercy Hospital,,,,External,https://openalex.org/I1328594524
1076,Jasmijn,Baaijens,Assistant professor,0000-0001-5661-0658,Nessuna,12,2744,Delft University of Technology,,,,External,https://openalex.org/I98358874
1077,Ivana,Dusparic,Ussher Assistant Professor,0000-0003-0621-5400,Nessuna,24,2250,Trinity College Dublin,,,,External,https://openalex.org/I205274468
1078,Tianyu,Xu,,0000-0003-3624-2936,Nessuna,2,443,Carnegie Mellon University,,,,External,https://openalex.org/I74973139
1079,Mads Peter,Soerensen,,0000-0003-0820-8722,Nessuna,29,3103,Technical University of Denmark,,,,External,https://openalex.org/I96673099
1080,tao tao,wang,,0000-0002-5272-7047,Nessuna,66,66570,University of Virginia,,,,External,https://openalex.org/I51556381
1081,yang,shen,,0000-0001-8975-5263,Nessuna,118,62288,University of Rhode Island,,,,External,https://openalex.org/I17626003
