Doi,Title,Year,Type,Url,Authors,Topic,Subfield,Field,Domain,Cites,Cited_by,Keywords,Abstract
10.1007/s13755-021-00138-8,Studying human-AI collaboration protocols: the case of the Kasparov’s law in radiological double reading,2021,journal-article,https://doi.org/10.1007/s13755-021-00138-8,"0000-0002-4065-3415, 0000-0002-0027-5157, 0000-0003-0759-8431",Artificial Intelligence in Medicine,Health Informatics,Medicine,Health Sciences,51,20,"['Concordance', 'Responsibility in AI']",
10.1016/j.cmpb.2021.106288,The importance of being external. methodological insights for the external validation of machine learning models in medicine,2021,journal-article,https://doi.org/10.1016/j.cmpb.2021.106288,"0000-0002-4065-3415, 0000-0002-0027-5157, 0000-0002-2837-1853, 0000-0003-3842-2826, 0000-0002-2624-6661, 0000-0002-1756-2013, 0000-0003-4937-9683, 0000-0003-0147-9378",Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences,83,118,"['Similarity (geometry)', 'Medical Concept Embedding', 'Transfer Learning', 'Robustness (evolution)']",
10.1016/j.ijmedinf.2021.104510,The need to separate the wheat from the chaff in medical informatics,2021,journal-article,https://doi.org/10.1016/j.ijmedinf.2021.104510,"0000-0002-4065-3415, 0000-0002-0027-5157",Artificial Intelligence in Medicine,Health Informatics,Medicine,Health Sciences,102,181,"['Medical Concept Embedding', 'Patient care']",
10.3390/jintelligence9020017,Unity Is Intelligence: A Collective Intelligence Experiment on ECG Reading to Improve Diagnostic Performance in Cardiology,2021,journal-article,https://doi.org/10.3390/jintelligence9020017,"0000-0002-4065-3415, 0000-0003-2182-4511, 0000-0002-0027-5157",Artificial Intelligence in Medicine,Health Informatics,Medicine,Health Sciences,68,4,"['Medical Decision Making', 'Diagnostic Errors', 'Uncertainty in Diagnosis', 'Clinical Reasoning', 'Responsibility in AI', 'Collective intelligence', 'Clinical Practice']",
10.1016/j.compbiomed.2021.104393,Interpretable heartbeat classification using local model-agnostic explanations on ECGs,2021,journal-article,https://doi.org/10.1016/j.compbiomed.2021.104393,"0000-0002-4065-3415, 0000-0002-3436-9645, 0000-0002-8481-6079, 0000-0002-4833-6959, 0000-0002-9445-4809, 0000-0002-0027-5157, 0000-0003-2182-4511, 0009-0000-9291-4333",Explainable Artificial Intelligence,Artificial Intelligence,Computer Science,Physical Sciences,49,58,"['Interpretability', 'Heartbeat', 'Jaccard index', 'Heartbeat Classification', 'Arrhythmia Detection', 'Machine Learning Interpretability', 'Interpretable Models', 'Model Interpretability']",
10.3390/diagnostics11020372,Has the Flood Entered the Basement? A Systematic Literature Review about Machine Learning in Laboratory Medicine,2021,journal-article,https://doi.org/10.3390/diagnostics11020372,"0000-0002-4065-3415, 0000-0003-2182-4511, 0009-0008-7504-694X, 0000-0001-9578-5338",Automated Analysis of Blood Cell Images,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,75,26,"['Leverage (statistics)', 'Clinical Laboratory Guidelines']",
10.3390/app10186189,IGV Short Scale to Assess Implicit Value of Visualizations through Explicit Interaction,2020,journal-article,https://doi.org/10.3390/app10186189,"0000-0002-4065-3415, 0000-0002-6740-8620, 0000-0002-3114-9727, 0000-0002-1421-3686",Information Visualization and Visual Data Mining,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,39,2,"['Infographic', 'Interactive Visualization', 'Information Visualization', 'Value (mathematics)', 'Image Quality Assessment', 'Graph Visualization', 'Visual Analytics', 'CLARITY']",
10.1007/s10916-020-01597-4,Detection of COVID-19 Infection from Routine Blood Exams with Machine Learning: A Feasibility Study,2020,journal-article,https://doi.org/10.1007/s10916-020-01597-4,"0000-0002-4065-3415, 0000-0001-7847-5004, 0000-0002-0027-5157, 0000-0002-4299-0060, 0000-0002-2851-712X, 0000-0001-9578-5338",Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences,56,308,"['Gold standard (test)', 'RT-PCR', 'Economic shortage', 'Blood test']",
10.3390/app10114014,The Elephant in the Machine: Proposing a New Metric of Data Reliability and its Application to a Medical Case to Assess Classification Reliability,2020,journal-article,https://doi.org/10.3390/app10114014,"0000-0002-4065-3415, 0000-0002-0027-5157, 0000-0001-7989-9861, 0000-0001-8577-8433, 0000-0003-3872-9991, 0000-0002-2279-5559, 0000-0002-8492-6964, 0000-0002-3924-3961, 0000-0003-0372-7232, 0000-0002-3623-7822, 0000-0001-7518-5773, 0000-0001-5569-3359, 0000-0003-2988-9678, 0000-0002-4867-5344, 0000-0003-0759-8431",Inter-Rater Reliability in Scientific Studies,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences,32,22,"['Ground truth', 'Reliability Analysis', 'Inter-Rater Reliability', 'Measurement of Agreement', 'Validity and Reliability']",
10.1101/2020.04.22.20075143,Detection of COVID-19 Infection from Routine Blood Exams with Machine Learning: a Feasibility Study,2020,other,https://doi.org/10.1101/2020.04.22.20075143,"0000-0002-4065-3415, 0000-0001-7847-5004, 0000-0002-0027-5157, 0000-0001-7084-6800, 0000-0002-2851-712X, 0000-0001-9578-5338",Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences,47,42,"['Gold standard (test)', 'Economic shortage', 'RT-PCR', 'Blood collection']",
10.1016/j.cmpb.2019.01.009,PROs in the wild: Assessing the validity of patient reported outcomes in an electronic registry,2019,journal-article,https://doi.org/10.1016/j.cmpb.2019.01.009,"0000-0002-4065-3415, 0000-0002-6826-3419, 0000-0001-9578-5338",Development and Evaluation of Clinical Guidelines,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences,65,15,"['Acquiescence', 'Response bias', 'Patient Outcomes', 'Patient Experience', 'Physician Ratings', 'Patient Satisfaction', 'Proxy (statistics)', 'Reporting bias']",
10.1177/1460458218824705,The elephant in the record: On the multiplicity of data recording work,2019,journal-article,https://doi.org/10.1177/1460458218824705,"0000-0002-4065-3415, 0000-0002-6740-8620, 0000-0002-4166-5450, 0000-0003-4957-1026, 0000-0001-5411-9400, 0000-0002-1891-3719",Impact of Health Information Technology in Healthcare,Health Information Management,Health Professions,Health Sciences,42,23,['Data Integration'],
10.17815/CD.2024.172,Video Analytics for Understanding Pedestrian Mobility Patterns in Public Spaces: The Case of Milan,2024,journal-article,https://doi.org/10.17815/CD.2024.172,"0000-0002-2480-966X, 0000-0002-6511-1217, 0000-0002-8086-9149",Visual Object Tracking and Person Re-identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,19,0,"['Visual Tracking', 'Multiple Object Tracking', 'Motion Detection', 'Object Tracking', 'Spatial Analysis', 'Tracking (education)']",
10.1145/3660319.3660329,Analysis and Evaluation of Load Management Strategies in a Decentralized FaaS Environment: A Simulation-Based Framework,2024,conference-paper,https://doi.org/10.1145/3660319.3660329,"0000-0002-2480-966X, 0000-0002-6549-924X, 0009-0000-3682-6558, 0009-0008-0787-9456, 0009-0004-6579-4689, 0000-0002-8193-0597",Cloud Computing and Big Data Technologies,Information Systems,Computer Science,Physical Sciences,14,0,"['Distributed Systems', 'DevOps', 'Virtualization', 'Log Analysis', 'Model-driven Performance Prediction']",
10.1145/3660319.3660331,Comparing Actor-Critic and Neuroevolution Approaches for Traffic Offloading in FaaS-powered Edge Systems,2024,conference-paper,https://doi.org/10.1145/3660319.3660331,"0000-0002-2480-966X, 0009-0004-6579-4689, 0000-0002-6549-924X, 0009-0006-6821-3987, 0000-0002-8193-0597",Memristive Devices for Neuromorphic Computing,Electrical and Electronic Engineering,Engineering,Physical Sciences,16,0,"['Neuroevolution', 'Edge Computing', 'Mobile Edge Computing', 'Neuromorphic Computing', 'Brain-inspired Computing']",
10.1109/TSC.2022.3188440,A Path Relinking Method for the Joint Online Scheduling and Capacity Allocation of DL Training Workloads in GPU as a Service Systems,2022,journal-article,https://doi.org/10.1109/TSC.2022.3188440,"0000-0002-2480-966X, 0000-0002-6549-924X, 0000-0003-0062-6049, 0000-0002-1868-8224, 0000-0003-4224-927X, 0000-0002-3553-2571",Distributed Coordination in Online Robotics Research,Computer Networks and Communications,Computer Science,Physical Sciences,30,3,"['Resource Allocation', 'Deep Learning', 'Large-Scale Optimization', 'Scalability']",
10.1109/TCC.2020.3015703,Architectural Design of Cloud Applications: A Performance-Aware Cost Minimization Approach,2020,journal-article,,"0000-0002-2480-966X, 0000-0002-7350-6593, 0000-0003-4224-927X, 0000-0003-3422-5171, 0000-0003-0062-6049, 0000-0002-1109-6306",Log Analysis and System Performance Diagnosis,Computer Networks and Communications,Computer Science,Physical Sciences,50,10,"['Cloud-Native Architecture', 'Cloud Computing', 'Scalability', 'Virtualization', 'Edge Computing', 'Minification', 'Cost reduction']",
10.1109/CCCS.2019.8888151,Optimizing on-demand GPUs in the Cloud for Deep Learning Applications Training,2019,conference-paper,,"0000-0002-2480-966X, 0000-0002-1868-8224, 0000-0003-0062-6049, 0000-0003-4224-927X, 0000-0002-3553-2571, 0000-0002-5195-1418",Optimization Methods in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences,24,7,"['GPU Computing', 'Deep Learning', 'Parallel Computing', 'Large-Scale Optimization', 'High-Performance Computing', 'Cost reduction', 'Feature (linguistics)', 'Popularity']",
10.1007/s10707-019-00356-z,On the composition and recommendation of multi-feature paths: a comprehensive approach,2019,journal-article,,"0000-0002-2480-966X, 0000-0001-7830-7596, 0000-0003-1748-5430, 0000-0001-9803-3668",Trajectory Data Mining and Analysis,Signal Processing,Computer Science,Physical Sciences,29,1,"['Representation (politics)', 'BitTorrent tracker', 'Feature (linguistics)', 'GPS Trajectories', 'Trajectory Data Mining']",
10.1016/j.eswa.2021.115852,"A grid anchor based cropping approach exploiting image aesthetics, geometric composition, and semantics",2021,journal-article,https://doi.org/10.1016/j.eswa.2021.115852,"0000-0003-2878-2131, 0000-0002-5925-2646, 0000-0001-9112-0574",Computational Modeling of Visual Saliency Detection,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,52,6,"['Benchmark (surveying)', 'Image Segmentation', 'Image Quality Assessment', 'Rank (graph theory)']",
10.1007/978-3-030-68821-9_53,Analysis of Traditional Italian Food Recipes: Experiments and Results,2021,book-chapter,https://doi.org/10.1007/978-3-030-68821-9_53,"0000-0003-2878-2131, 0000-0001-8453-0807, 0000-0002-3706-0993",Web Data Extraction and Crawling Techniques,Information Systems,Computer Science,Physical Sciences,21,1,"['Safeguarding', 'Recipe', 'Presentation (obstetrics)', 'Intangible cultural heritage', 'Web Data Extraction']",
10.1007/978-3-030-68790-8_22,Iconic-Based Retrieval of Grocery Images via Siamese Neural Network,2021,book-chapter,https://doi.org/10.1007/978-3-030-68790-8_22,"0000-0003-2878-2131, 0000-0001-9112-0574, 0000-0003-3929-8409",Shape Matching and Object Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,28,2,"['Image Retrieval', 'Feature Matching', 'Object Recognition', 'Content-Based Image Retrieval', 'Interest Point Detectors']",
10.1007/978-3-030-68790-8_26,Multi-task Learning for Supervised and Unsupervised Classification of Grocery Images,2021,book-chapter,https://doi.org/10.1007/978-3-030-68790-8_26,"0000-0003-2878-2131, 0000-0001-9112-0574, 0000-0003-3929-8409",DNA Barcoding for Food Authentication and Fraud Detection,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,28,10,"['Extractor', 'Food Authentication', 'Machine Vision', 'Feature (linguistics)', 'Supervised learning', 'Modalities']",
10.3390/app10010374,A Vision-Based System for Monitoring Elderly People at Home,2020,journal-article,https://doi.org/10.3390/app10010374,"0000-0003-2878-2131, 0000-0003-1138-3345, 0000-0002-9617-8465",Human Action Recognition and Pose Estimation,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,28,48,"['Visual Tracking', 'Action Recognition', 'Activity Recognition', 'Motion Detection', 'Multiple Object Tracking', 'Cardinality (data modeling)']",
10.1109/ACCESS.2020.2973704,State Recognition of Food Images Using Deep Features,2020,journal-article,https://doi.org/10.1109/ACCESS.2020.2973704,"0000-0003-2878-2131, 0000-0003-1008-0692, 0000-0001-9112-0574",Breath Analysis Technology,Biomedical Engineering,Engineering,Physical Sciences,71,33,"['Food Authentication', 'Content-Based Image Retrieval']",
10.1016/j.datak.2024.102341,An interactive approach to semantic enrichment with geospatial data,2024,journal-article,https://doi.org/10.1016/j.datak.2024.102341,"0000-0002-5047-7371, 0000-0002-2480-966X, 0000-0001-8074-7793, 0000-0002-4339-8202, 0000-0002-9920-8877, 0009-0001-4855-8260",Understanding Human Mobility Patterns,Transportation,Social Sciences,Social Sciences,26,1,"['Semantic Web', 'Participatory GIS', 'Web-based GIS', 'Geospatial Crowdsourcing', 'Geovisualization', 'USable']",
10.1007/978-3-030-88361-4_34,BEEO: Semantic Support for Event-Based Data Analytics,2021,journal-article,https://doi.org/10.1007/978-3-030-88361-4_34,"0000-0002-5047-7371, 0000-0002-2480-966X, 0000-0001-7830-7596, 0000-0002-1801-5118, 0000-0002-6958-8215",Semantic Web and Ontology Development,Artificial Intelligence,Computer Science,Physical Sciences,17,0,"['Complex Event Processing', 'Schema Matching', 'Semantic Web', 'Data Integration']",
10.1016/j.future.2020.05.019,A fully automated approach to a complete Semantic Table Interpretation,2020,journal-article,,"0000-0002-5047-7371, 0000-0003-4139-1928, 0000-0002-8046-7502, 0000-0002-6958-8215",Data Quality Assessment and Improvement,Management Science and Operations Research,Decision Sciences,Social Sciences,38,33,"['Table (database)', 'Semantic Web']",
10.1007/978-3-030-32327-1_4,MantisTable: A Tool for Creating Semantic Annotations on Tabular Data,2019,book,,"0000-0002-5047-7371, 0000-0001-7840-6228, 0000-0002-8046-7502",Data Quality Assessment and Improvement,Management Science and Operations Research,Decision Sciences,Social Sciences,6,5,"['Table (database)', 'Interface (matter)', 'Semantic interpretation', 'Semantic Web', 'Graphical user interface', 'Semantic annotation']",
10.1007/978-3-030-30796-7_22,Semantically-Enabled Optimization of Digital Marketing Campaigns,2019,book,,"0000-0002-5047-7371, 0000-0001-7830-7596, 0000-0001-5702-5493, 0000-0001-7643-8373, 0000-0002-1801-5118, 0000-0002-0623-4989, 0000-0001-6397-3705",Impact of Big Data Analytics on Business Performance,Management Information Systems,"Business, Management and Accounting",Social Sciences,14,11,"['Marketing Analytics', 'Analytics', 'Search engine optimization', 'Influencer Marketing', 'Predictive Analytics', 'Complex event processing']",
10.3390/a16070333,Three Metaheuristic Approaches for Tumor Phylogeny Inference: An Experimental Comparison,2023,journal-article,https://doi.org/10.3390/a16070333,"0000-0001-5584-3089, 0000-0002-6469-4887, 0000-0002-5943-8037, 0000-0001-5977-9467",Genomic Landscape of Cancer and Mutational Signatures,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences,61,0,"['Phylogenetic Analysis', 'phylogenetic tree', 'Tumor Evolution', 'Particle Swarm Optimization', 'Cancer Genomics', 'Tree (set theory)']",
10.1089/cmb.2022.0424,Reads2Vec: Efficient Embedding of Raw High-Throughput Sequencing Reads Data,2023,journal-article,,"0000-0001-5584-3089, 0000-0002-1443-2192, 0000-0003-1563-8130, 0000-0002-6469-4887, 0000-0002-4329-0234",Coronavirus Disease 2019 Research,Infectious Diseases,Medicine,Health Sciences,37,9,"['sequence alignment', 'sequence variation', 'Transfer Learning', 'Alignment-free sequence analysis', 'Representation (politics)']",
10.53962/q5n4-a3jp,Scalable variant detection in pangenome models,2022,book-chapter,https://doi.org/10.53962/q5n4-a3jp,0000-0001-5584-3089,RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,1,0,"['Fragment (logic)', 'sequence variation']",
10.53962/skdt-f8aq,Computational Aspects of Models of Evolution,2022,book-chapter,https://doi.org/10.53962/skdt-f8aq,0000-0001-5584-3089,Applications of 3D City Models,Building and Construction,Engineering,Physical Sciences,0,0,['Building Information Modeling'],
10.1007/s11047-022-09882-6,Computational graph pangenomics: a tutorial on data structures and their applications,2022,journal-article,,"0000-0001-5584-3089, 0000-0001-5661-0658, 0000-0001-6849-7568, 0000-0002-9121-6717, 0000-0002-8479-7592, 0000-0001-9730-7516, 0000-0001-5828-4139",RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,93,32,"['genome annotation', 'Functional Genomics', 'Phylogenetic Analysis', 'ENCODE', '1000 Genomes Project', 'Personal genomics']",
10.1007/978-3-031-17531-2_11,Clustering SARS-CoV-2 Variants from Raw High-Throughput Sequencing Reads Data,2022,book-chapter,https://doi.org/10.1007/978-3-031-17531-2_11,"0000-0001-5584-3089, 0000-0002-1443-2192, 0000-0001-8121-2168, 0000-0002-6469-4887, 0000-0002-4329-0234",Coronavirus Disease 2019 Research,Infectious Diseases,Medicine,Health Sciences,42,9,"['sequence alignment', 'Support Vector Machines', 'sequence variation', 'Representation (politics)']",
